ID	Name	Level	LevelRate	Exp	ExpType	Life	LifeReplenish	Mana	ManaReplenish	Attack	Hit	Duck	Armor	Critical	DeCritical	IgnoreDef	WalkSpeed	RunSpeed	AIMode
547	伐魔塔-变种鳄龟	91	1	1365	1	35280				7200	570				1000		10	10	1
548	伐魔塔-激素熊精	92	1	1380	1	36750				7344	580				1000		10	10	1
549	伐魔塔-<color=green>[BOSS]大教主	93	1	2790	1	520800				12240	590		4000		1000		30	30	1
550	伐魔塔-蟾蜍	94	1	1410	1	40950				7800	600				1000		10	10	1
551	伐魔塔-怪盗小李	95	1	1425	1	40950				7875	610				1000		10	10	1
552	伐魔塔-毒虫	96	1	1440	1	40950				7950	620				1000		10	10	1
553	伐魔塔-牛兵	97	1	1455	1	44100				8025	630				1000		10	10	1
554	伐魔塔-<color=green>[精英]鞭妖	98	1	2940	1	742500				13500	640		6000		1000		30	30	1
555	伐魔塔-空虚公子	99	1	1485	1	60900				9900	650				1000		10	10	1
556	伐魔塔-天残脚	100	1	1500	1	60900				10080	660				1000		10	10	1
557	伐魔塔-冰玉米	101	1	1515	1	60900				10260	670				1000		10	10	1
558	伐魔塔-火玉米	102	1	1530	1	67200				10440	680				1000		10	10	1
559	伐魔塔-<color=green>[BOSS]傀儡	103	1	3090	1	945000				27000	690		8000		1000		30	30	1
600	守卫  世界boss	30	1	900	1	3000				50	10000				1000		30	30	1
600	守卫  世界boss	35	1	1050	1	3200				80	10000				1000		30	30	1
600	守卫  世界boss	40	1	1200	1	3400				110	10000				1000		30	30	1
600	守卫  世界boss	45	1	1350	1	3600				140	10000				1000		30	30	1
600	守卫  世界boss	50	1	1500	1	3800				170	10000				1000		30	30	1
600	守卫  世界boss	55	1	1650	1	4000				200	10000				1000		30	30	1
600	守卫  世界boss	60	1	1800	1	4200				230	10000				1000		30	30	1
600	守卫  世界boss	65	1	1950	1	4400				260	10000				1000		30	30	1
600	守卫  世界boss	70	1	2100	1	4600				290	10000				1000		30	30	1
601	圆月狂刀 世界boss	30	1	900	1	6000000				100	10000				1000		30	30	1
601	圆月狂刀 世界boss	35	1	1050	1	13000000				130	10000				1000		30	30	1
601	圆月狂刀 世界boss	40	1	1200	1	23000000				160	10000				1000		30	30	1
601	圆月狂刀 世界boss	45	1	1350	1	38000000				190	10000				1000		30	30	1
601	圆月狂刀 世界boss	50	1	1500	1	50000000				220	10000				1000		30	30	1
601	圆月狂刀 世界boss	55	1	1650	1	60000000				250	10000				1000		30	30	1
601	圆月狂刀 世界boss	60	1	1800	1	70000000				280	10000				1000		30	30	1
601	圆月狂刀 世界boss	65	1	1950	1	80000000				310	10000				1000		30	30	1
601	圆月狂刀 世界boss	70	1	2100	1	100000000				340	10000				1000		30	30	1
602	鲁大深 世界boss（主）	30	1	900	1	10000000				100	10000				1000		30	30	1
602	鲁大深 世界boss（主）	35	1	1050	1	20000000				130	10000				1000		30	30	1
602	鲁大深 世界boss（主）	40	1	1200	1	30000000				160	10000				1000		30	30	1
602	鲁大深 世界boss（主）	45	1	1350	1	45000000				190	10000				1000		30	30	1
602	鲁大深 世界boss（主）	50	1	1500	1	60000000				220	10000				1000		30	30	1
602	鲁大深 世界boss（主）	55	1	1650	1	80000000				250	10000				1000		30	30	1
602	鲁大深 世界boss（主）	60	1	1800	1	95000000				280	10000				1000		30	30	1
602	鲁大深 世界boss（主）	65	1	1950	1	110000000				310	10000				1000		30	30	1
602	鲁大深 世界boss（主）	70	1	2100	1	190000000				340	10000				1000		30	30	1
603	魔僧  世界boss	30	1	900	1	6000000				100	10000				1000		30	30	1
603	魔僧  世界boss	35	1	1050	1	13000000				130	10000				1000		30	30	1
603	魔僧  世界boss	40	1	1200	1	23000000				160	10000				1000		30	30	1
603	魔僧  世界boss	45	1	1350	1	38000000				190	10000				1000		30	30	1
603	魔僧  世界boss	50	1	1500	1	50000000				220	10000				1000		30	30	1
603	魔僧  世界boss	55	1	1650	1	60000000				250	10000				1000		30	30	1
603	魔僧  世界boss	60	1	1800	1	70000000				280	10000				1000		30	30	1
603	魔僧  世界boss	65	1	1950	1	80000000				310	10000				1000		30	30	1
603	魔僧  世界boss	70	1	2100	1	100000000				340	10000				1000		30	30	1
604	武痴  世界boss	30	1	900	1	6000000				100	10000				1000		30	30	1
604	武痴  世界boss	35	1	1050	1	13000000				130	10000				1000		30	30	1
604	武痴  世界boss	40	1	1200	1	23000000				160	10000				1000		30	30	1
604	武痴  世界boss	45	1	1350	1	38000000				190	10000				1000		30	30	1
604	武痴  世界boss	50	1	1500	1	50000000				220	10000				1000		30	30	1
604	武痴  世界boss	55	1	1650	1	60000000				250	10000				1000		30	30	1
604	武痴  世界boss	60	1	1800	1	70000000				280	10000				1000		30	30	1
604	武痴  世界boss	65	1	1950	1	80000000				310	10000				1000		30	30	1
604	武痴  世界boss	70	1	2100	1	100000000				340	10000				1000		30	30	1
605	神族基地	30	1	1	1	2000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	35	1	1	1	3000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	40	1	1	1	4000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	45	1	1	1	5000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	50	1	1	1	6000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	55	1	1	1	8000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	60	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	65	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
605	神族基地	70	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
606	神族炮塔中1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
606	神族炮塔中1	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
607	神族炮塔中2	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
608	神族炮塔左1	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
609	神族炮塔左2	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
610	神族炮塔右1	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	35	1	1	1	250000	0	0	0	1300	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	40	1	1	1	300000	0	0	0	1600	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	45	1	1	1	350000	0	0	0	1900	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	50	1	1	1	400000	0	0	0	2200	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	55	1	1	1	450000	0	0	0	2500	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	60	1	1	1	500000	0	0	0	2800	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	65	1	1	1	550000	0	0	0	3100	10000	0	0	0	1000		0	0	1
611	神族炮塔右2	70	1	1	1	600000	0	0	0	3400	10000	0	0	0	1000		0	0	1
612	神族npc	30	1	1	1	15000	0	0	0	500	10000	0	0	0	1000		15	15	1
612	神族npc	35	1	1	1	40000	0	0	0	1000	10000	0	0	0	1000		15	15	1
612	神族npc	40	1	1	1	100000	0	0	0	1500	10000	0	0	0	1000		15	15	1
612	神族npc	45	1	1	1	160000	0	0	0	2000	10000	0	0	0	1000		15	15	1
612	神族npc	50	1	1	1	220000	0	0	0	2500	10000	0	0	0	1000		15	15	1
612	神族npc	55	1	1	1	220000	0	0	0	3000	10000	0	0	0	1000		15	15	1
612	神族npc	60	1	1	1	250000	0	0	0	3500	10000	0	0	0	1000		15	15	1
612	神族npc	65	1	1	1	250000	0	0	0	4000	10000	0	0	0	1000		15	15	1
612	神族npc	70	1	1	1	250000	0	0	0	4500	10000	0	0	0	1000		15	15	1
613	魔族基地	30	1	1	1	2000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	35	1	1	1	3000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	40	1	1	1	4000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	45	1	1	1	5000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	50	1	1	1	6000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	55	1	1	1	8000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	60	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	65	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
613	魔族基地	70	1	1	1	10000000	0	0	0	0	10000	0	0	0	1000		0	0	0
614	魔族炮塔中1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	40	1	1	1	300000	0	0	0	2000	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
614	魔族炮塔中1	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	40	1	1	1	300000	0	0	0	2000	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
615	魔族炮塔中2	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	40	1	1	1	300000	0	0	0	2000	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
616	魔族炮塔左1	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	40	1	1	1	300000	0	0	0	2000	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
617	魔族炮塔左2	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	40	1	1	1	300000	0	0	0	2000	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
618	魔族炮塔右1	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	30	1	1	1	200000	0	0	0	1000	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	35	1	1	1	250000	0	0	0	1500	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	40	1	1	1	300000	0	0	0	2000	10000	0	0	0			0	0	1
619	魔族炮塔右2	45	1	1	1	350000	0	0	0	2500	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	50	1	1	1	400000	0	0	0	3000	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	55	1	1	1	450000	0	0	0	3500	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	60	1	1	1	500000	0	0	0	4000	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	65	1	1	1	550000	0	0	0	4500	10000	0	0	0	1000		0	0	1
619	魔族炮塔右2	70	1	1	1	600000	0	0	0	5000	10000	0	0	0	1000		0	0	1
620	魔族npc	30	1	1	1	15000	0	0	0	500	10000	0	0	0	1000		15	15	1
620	魔族npc	35	1	1	1	40000	0	0	0	1000	10000	0	0	0	1000		15	15	1
620	魔族npc	40	1	1	1	100000	0	0	0	1500	10000	0	0	0			15	15	1
620	魔族npc	45	1	1	1	160000	0	0	0	2000	10000	0	0	0			15	15	1
620	魔族npc	50	1	1	1	220000	0	0	0	2500	10000	0	0	0	1000		15	15	1
620	魔族npc	55	1	1	1	220000	0	0	0	3000	10000	0	0	0	1000		15	15	1
620	魔族npc	60	1	1	1	250000	0	0	0	3500	10000	0	0	0	1000		15	15	1
620	魔族npc	65	1	1	1	250000	0	0	0	4000	10000	0	0	0	1000		15	15	1
620	魔族npc	70	1	1	1	250000	0	0	0	4500	10000	0	0	0	1000		15	15	1
621	蛮荒之地 boss1	20	1	600	1	7000000	0	0	0	500	10000	0	0	0	1000		30	30	1
622	蛮荒之地 boss2	20	1	600	1	8000000	0	0	0	500	10000	0	0	0	1000		30	30	1
623	蛮荒之地 boss3	20	1	600	1	9000000	0	0	0	1000	10000	0	0	0	1000		30	30	1
624	蛮荒之地 boss4	20	1	600	1	15000000	0	0	0	2000	10000	0	0	0	1000		30	30	1
625	蛮荒之地 boss5	20	1	600	1	16000000	0	0	0	2000	10000	0	0	0	1000		30	30	1
626	蛮荒之地 boss6	20	1	600	1	33000000	0	0	0	3000	10000	0	0	0	1000		30	30	1
627	蛮荒之地 boss7	20	1	600	1	34000000	0	0	0	3000	10000	0	0	0			30	30	1
635	西山兵 战宝堂	30	1	300	1	4000				50	10000				1000		15	15	1
635	西山兵 战宝堂	35	1	350	1	7500				80	10000				1000		15	15	1
635	西山兵 战宝堂	40	1	400	1	20000				110	10000				1000		15	15	1
635	西山兵 战宝堂	45	1	450	1	32500				140	10000				1000		15	15	1
635	西山兵 战宝堂	50	1	500	1	45000				170	10000				1000		15	15	1
635	西山兵 战宝堂	55	1	550	1	57500				200	10000				1000		15	15	1
635	西山兵 战宝堂	60	1	600	1	70000				230	10000				1000		15	15	1
635	西山兵 战宝堂	65	1	650	1	82500				260	10000				1000		15	15	1
635	西山兵 战宝堂	70	1	700	1	95000				290	10000				1000		15	15	1
636	鞭妖 战宝堂	30	1	300	1	3000000				500	10000				1000		30	30	1
636	鞭妖 战宝堂	35	1	350	1	4000000				800	10000				1000		30	30	1
636	鞭妖 战宝堂	40	1	400	1	5000000				1100	10000				1000		30	30	1
636	鞭妖 战宝堂	45	1	450	1	5000000				1400	10000				1000		30	30	1
636	鞭妖 战宝堂	50	1	500	1	6000000				1700	10000				1000		30	30	1
636	鞭妖 战宝堂	55	1	550	1	6000000				2000	10000				1000		30	30	1
636	鞭妖 战宝堂	60	1	600	1	7000000				2300	10000				1000		30	30	1
636	鞭妖 战宝堂	65	1	650	1	8000000				2600	10000				1000		30	30	1
636	鞭妖 战宝堂	70	1	700	1	8000000				2900	10000				1000		30	30	1
637	傀儡 战宝堂	30	1	300	1	3000000				500	10000				1000		30	30	1
637	傀儡 战宝堂	35	1	350	1	4000000				800	10000				1000		30	30	1
637	傀儡 战宝堂	40	1	400	1	5000000				1100	10000				1000		30	30	1
637	傀儡 战宝堂	45	1	450	1	5000000				1400	10000				1000		30	30	1
637	傀儡 战宝堂	50	1	500	1	6000000				1700	10000				1000		30	30	1
637	傀儡 战宝堂	55	1	550	1	6000000				2000	10000				1000		30	30	1
637	傀儡 战宝堂	60	1	600	1	7000000				2300	10000				1000		30	30	1
637	傀儡 战宝堂	65	1	650	1	8000000				2600	10000				1000		30	30	1
637	傀儡 战宝堂	70	1	700	1	8000000				2900	10000				1000		30	30	1
638	影魔 战宝堂	30	1	300	1	3000000				500	10000				1000		30	30	1
638	影魔 战宝堂	35	1	350	1	4000000				800	10000				1000		30	30	1
638	影魔 战宝堂	40	1	400	1	5000000				1100	10000				1000		30	30	1
638	影魔 战宝堂	45	1	450	1	5000000				1400	10000				1000		30	30	1
638	影魔 战宝堂	50	1	500	1	6000000				1700	10000				1000		30	30	1
638	影魔 战宝堂	55	1	550	1	6000000				2000	10000				1000		30	30	1
638	影魔 战宝堂	60	1	600	1	7000000				2300	10000				1000		30	30	1
638	影魔 战宝堂	65	1	650	1	8000000				2600	10000				1000		30	30	1
638	影魔 战宝堂	70	1	700	1	8000000				2900	10000				1000		30	30	1
649	临时用的prop	30	1	1	1	3000	0	0	0	100	10000	0	0	0	1000		10	10	1
650	护丹童女   1品	128	1	1	1	65000					10000				1000		10	10	1
651	日月星君   1品	129	1	1	1	65000					10000				1000		10	10	1
652	龟丞相     1品	130	1	1	1	65000					10000				1000		10	10	1
653	巨灵神     1品	131	1	1	1	65000					10000				1000		10	10	1
654	三公主     2品	132	1	1	1	120000					10000				1000		10	10	1
655	紫霞仙子   2品	133	1	1	1	120000					10000				1000		10	10	1
656	雷震子     2品	134	1	1	1	120000					10000				1000		10	10	1
657	南海龙太子 2品	135	1	1	1	120000					10000				1000		10	10	1
658	嫦娥       3品	136	1	1	1	600000					10000				1000		10	10	1
659	九天玄女   3品	137	1	1	1	600000					10000				1000		10	10	1
660	猪八戒     3品	138	1	1	1	600000					10000				1000		10	10	1
661	哪吒       3品	139	1	1	1	600000					10000				1000		10	10	1
662	二郎神     4品	140	1	1	1	600000					10000				1000		10	10	1
663	托塔天王   4品	141	1	1	1	600000					10000				1000		10	10	1
664	阎罗王     4品	142	1	1	1	600000					10000				1000		10	10	1
665	王母娘娘   4品	143	1	1	1	600000					10000				1000		10	10	1
666	太上老君   5品	144	1	1	1	600000					10000				1000		10	10	1
667	孙悟空     5品	145	1	1	1	600000					10000				1000		10	10	1
668	精卫       5品	146	1	1	1	600000					10000				1000		10	10	1
669	南海观音   5品	147	1	1	1	600000					10000				1000		10	10	1
670	盘古       6品	148	1	1	1	600000					10000				1000		10	10	1
671	伏羲       6品	149	1	1	1	600000					10000				1000		10	10	1
672	如来佛祖   6品	150	1	1	1	600000					10000				1000		10	10	1
673	女娲       6品	151	1	1	1	600000					10000				1000		10	10	1
675	20级蛮荒之地	30	1	360	1	5000	0	0	0	200	10000	0	0	0	1000		10	10	1
676	40级蛮荒之地	50	1	600	1	20000	0	0	0	400	10000	0	0	0	1000		10	10	1
677	60级蛮荒之地	70	1	840	1	84000	0	0	0	1020	10000	0	0	0	1000		10	10	1
678	80级蛮荒之地	90	1	1080	1	130000	0	0	0	2000	10000	0	0	0	1000		10	10	1
679	20级蛮荒之地	30	1	360	1	5000	0	0	0	200	10000	0	0	0	1000		10	10	1
680	20级蛮荒之地	30	1	360	1	5000	0	0	0	200	10000	0	0	0	1000		10	10	1
681	40级蛮荒之地	50	1	600	1	20000	0	0	0	400	10000	0	0	0	1000		10	10	1
682	40级蛮荒之地	50	1	600	1	20000	0	0	0	400	10000	0	0	0	1000		10	10	1
683	60级蛮荒之地	70	1	840	1	84000	0	0	0	1020	10000	0	0	0	1000		10	10	1
684	60级蛮荒之地	70	1	840	1	84000	0	0	0	1020	10000	0	0	0	1000		10	10	1
685	80级蛮荒之地	90	1	1080	1	130000	0	0	0	2000	10000	0	0	0	1000		10	10	1
686	80级蛮荒之地	90	1	1080	1	130000	0	0	0	2000	10000	0	0	0	1000		10	10	1
700	偷桃鸟（蟠桃树前）	21	1	210	1	6100	0	86	0	190	10000	1	0		1000		10	10	1
701	偷桃鸟人（蟠桃树前）	21	1	210	1	10500	0	86	0	230	10000	1	0		1000		10	10	1
702	近攻猕猴（蟠桃树后）	21	1	210	1	8000	0	86	0	250	10000	1	0		1000		10	10	1
703	远攻猕猴（蟠桃树后）	21	1	210	1	10000	0	86	0	330	10000	1	0		1000		10	10	1
704	火焰猕猴（花果山）	21	1	210	1	6000	0	86	0	280	10000	1	0		1000		8	8	1
705	大眼猕猴（花果山）	21	1	210	1	18000	0	86	0	400	10000	1	0		1000		9	9	1
706	猕猴祭司（花果山）	21	1	210	1	40000	0	86	0	350	10000	1	0		1000		9	9	1
707	猕猴法师（花果山）	21	1	210	1	30000	0	86	0	450	10000	1	0		1000		9	9	1
708	普通木人甲士	160	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
709	普通熊洋	161	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
710	普通罗虎	162	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
711	普通大猫	163	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
712	普通二狗	164	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
713	困难钓鱼翁	165	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
714	普通木人道士	166	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
715	普通凶邪之手	167	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
716	普通僵武士	168	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
717	普通瘟部魔怪	169	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
718	普通瘟癀魔将	170	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
719	普通腐败之血	171	1	1000	1	30000	0	100	0	200	10000	20	0	100	1000		15	20	1
1000	石头-关卡1惊险（普）	35	1	350	1	1	0	86	0	3000	10000	1	0		1000		14	14	1
1000	石头-关卡1惊险（困）	40	1	400	1	1	0	86	0	6000	10000	1	0		1000		14	14	1
1001	防御石柱-关卡1惊险（普）	35	1	350	1	30000	0	86	0	700	10000	1	0		1000		0	0	1
1001	防御石柱-关卡1惊险（困）	40	1	400	1	50000	0	86	0	1500	10000	1	0		1000		0	0	1
1002	石龟-关卡1惊险（普）	35	1	350	1	13000	0	86	0	400	10000	1	0		1000		14	14	1
1002	石龟-关卡1惊险（困）	40	1	400	1	70000	0	86	0	900	10000	1	0		1000		14	14	1
