ID	Name	Desc	Persist	Group	Level	Position	Debuff	Category	Category1	Category2	SkillMagnification	Grow	K	GroundBuff	BuffDelayFrame	Stack	Precond	Sync	Save	Death	Plus	NeedAgree	BuffRelation	BuffRadius	BuffEffectNum	Etimer1	Etimer2	Etimer3	Etimer4	Etimer5	Etrigger1	Etrigger2	Etrigger3	Etrigger4	Etrigger5	IfUseSkillLv	EffectMapType
954	帮冰火玉米加攻击	任务副本buff	14400	1	1	1	5	954	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	100	1	721										1	
955	哪咤变身加攻1	任务副本buff	16	1	1	0	5	955	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	677										1	
956	哪咤变身加攻2	任务副本buff	28800	1	1	0	5	956	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	678										1	
957	哪咤大招	任务副本buff	16	1	1	1	2	957	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	12										1	
958	哪咤普攻	任务副本buff	16	1	1	1	2	958	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	1										1	
959	巨灵神旋转	任务副本buff	32	1	1	1	3	959	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	679										1	
960	二郎神回血	任务副本buff	32	1	1	1	3	960	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	679										1	
961	二郎神回血	任务副本buff	32	1	1	1	3	961	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	679										1	
962	二郎神坠地攻击	任务副本buff	16	1	1	1	2	962	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	680										1	
963	巨人侏儒大招	任务副本buff	32	1	1	1	5	963	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	302	514									1	
964	邪恶牛魔王	任务副本buff	16	1	1	1	2	964	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	301										1	
965	范围血量恢复1（困难副本）	任务副本buff	32	1	1	0	5	965	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	20	8	404										1	
966	范围血量恢复2（困难副本）	任务副本buff	16	1	1	1	5	966	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	405										1	
967	钓鱼翁大招	任务副本buff	16	1	1	1	2	967	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	302										1	
968	钓鱼翁普招	任务副本buff	16	1	1	1	2	968	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	301										1	
970	宝塔吸人	任务副本buff	1	0	1	0	2	970	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	407										1	
971	宝塔吸人	任务副本buff	1	0	1	0	4	971	2	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	408										1	
972	宝塔吸人	任务副本buff	1	0	1	1	4	972	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	40	12	409										1	
973	伤害BUFF1(帮自己)	任务副本buff	28800	0	1	0	5	973	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	410										1	
974	伤害BUFF2（帮自己）	任务副本buff	28800	0	1	0	3	974	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	3	5	411										1	
975	精英僵尸兵	任务副本buff	32	1	1	1	2	975	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	303										1	
976	速度增加	任务副本buff	16	1	1	1	2	976	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	6	3	412										1	
977	速度增加	任务副本buff	80	1	1	1	5	977	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	413										1	
978	大范围击杀(金箍棒)	任务副本buff	16	1	1	0	2	978	2	1	0	0		0		10	None()	1	0	0	0	0	3	20	6	1										1	
979	火焰BUFF1(帮自己)	任务副本buff	28800	0	1	0	5	979	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	415										1	
980	火焰BUFF2（帮自己）	任务副本buff	28800	0	1	0	3	980	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	3	4	416										1	
999	小怪近战普攻（无攻击动作和无攻击力）	任务副本buff	16	1	1	1	2	999	2	1	0	0		0		10	None()	1	0	0	0	0	3	0	1											1	
1000	近战群攻	任务副本buff	32	1	1	1	2	1000	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	8	2	12										1	
1001	小怪近战普攻	任务副本buff	16	1	1	1	2	1001	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	1										1	
1002	粉碎投掷目标	任务副本buff	16	1	1	1	2	1002	1	1	0	0		0		10	None()	1	0	0	0	0	3	0	1	1										1	
1003	粉碎投掷粉碎	任务副本buff	16	1	1	1	2	1003	1	1	0	0		0		10	None()	1	0	0	0	0	3	1.5	5	1										1	
1004	爪	任务副本buff	16	1	1	1	2	1004	1	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1										1	
1005	定时冰雹	任务副本buff	8	0	1	0	5	1005	1	1	0	0	0	0		10	None()	1	0	0	0	0	1	5	10	7											
1006	寒冰乱舞.表现	任务副本buff	48	0	1	1	2	1006	2	1	0	0	0	1		10	None()	1	0	0	0	0	3	5	5											1	
1007	寒冰乱舞	任务副本buff	16	1	1	1	2	1007	2	1	0	0	0	1		10	None()	1	0	0	0	0	3	4	5	2										1	
1008	爆发提示	任务副本buff	32	0	1	1	3	1008	1	1	0	0	0	1		10	None()	1	0	0	0	0	3	3	1	1										1	
1009	龙卷天下	任务副本buff	80	0	1	1	3	1009	2	1	0	0	0	1		10	None()	1	0	0	0	0	3	5	5	303										1	
1010	一剑问天	任务副本buff	8	1	1	1	2	1010	2	1	0	0	0	0		10	None()	1	0	0	0	0	3	1	1	1										1	
1011	一剑问天.被击表现	任务副本buff	12	0	1	1	1	1011	2	1	0	0	0	0		10	None()	1	0	0	0	0	3	0	1											1	
1012	龙喷水被击	任务副本buff	32	1	1	1	2	1012	2	1	0	0	0	0		10	None()	1	0	0	0	0	3	1	1	1										1	
1013	龙喷水被击	任务副本buff	32	0	1	1	1	1013	2	1	0	0	0	0		10	None()	1	0	0	0	0	3	0	1											1	
1015	爆炸	任务副本buff	16	1	1	0	2	1015	2	1	0	0		0		10	None()	1	0	0	0	0	3	20	10	1										1	
1016	大爆炸	任务副本buff	16	1	1	0	2	1016	2	1	0	0		0		10	None()	1	0	1	0	0	1|2|3|4	4	3	1										1	
1017	冰冻陷阱1	任务副本buff	64	1	1	1	2	1017	3	1	0	0	0	0		1	None()	1	0	0	0	0	1|3	5	6	500										1	
1018	冰冻陷阱2	任务副本buff	64	1	1	1	4	1018	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	501										1	
1019	伤害提升1	任务副本buff	32	0	1	0	5	1019	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	502										1	
1020	伤害提升2	任务副本buff	28800	0	1	0	5	1020	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	503										1	
1021	投掷减速	修仙	16	1	1	1	2	1021	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	504										1	
1022	投掷减速	修仙	16	1	1	1	2	1022	3	1	0	0	0	1		1	None()	1	0	0	0	0	3	3	10	505										1	
1023	投掷减速	修仙	48	1	1	1	4	1023	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	506										1	
1024	青蛙普通攻击	任务副本buff	16	1	1	1	2	1024	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	1										1	
1025	青蛙坠地攻击	任务副本buff	32	1	1	1	2	1025	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	304										1	
1026	石头炸开	任务副本buff	16	1	1	0	2	1026	2	1	0	0		0		10	None()	1	0	0	0	0	1|3	4	2	1										1	
1027	怪物自杀技能	任务副本buff	16	1	1	0	2	1027	2	1	0	0		0		10	None()	1	0	0	0	0	1	0	1	1										1	
1028	防御提升2	任务副本buff	32	1	1	0	5	1028	3	1	0	0	0	0		10	None()	1	0	0	0	0	2|4	20	8	507										1	
1029	防御提升3	任务副本buff	28800	1	1	1	5	1029	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	508										1	
1030	大范围击杀	任务副本buff	16	1	1	0	2	1030	2	1	0	0		0		10	None()	1	0	0	0	0	3	5	6	1										1	
1031	空虚公子吹剑攻击	任务副本buff	16	0	1	1	1	1031	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	300										1	
1032	红孩儿喷火攻击	任务副本buff	16	0	1	1	2	1032	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	301										1	
1033	空虚公子大招3（没用）	任务副本buff	32	1	1	1	2	1033	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	5	511										1	
1034	投掷冰冻1	任务副本buff	16	1	1	1	4	1034	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	512										1	
1035	投掷冰冻2	任务副本buff	16	1	1	1	4	1035	3	1	0	0	0	1		1	None()	1	0	0	0	0	3	3	10	513										1	
1036	投掷冰冻3	任务副本buff	48	1	1	1	4	1036	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	514										1	
1037	天残脚普攻	任务副本buff	16	1	1	1	2	1037	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	300										1	
1038	天残脚暴击	任务副本buff	16	1	1	1	2	1038	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	301										1	
1039	天残脚大招1	任务副本buff	16	0	1	0	2	1039	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1											1	
1040	天残脚大招2	任务副本buff	16	1	1	1	2	1040	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	517										1	
1041	天残脚大招3	任务副本buff	48	1	1	1	2	1041	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	10	5	519	400									1	
1042	牛魔王大招1	任务副本buff	32	1	1	0	2	1042	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	515										1	
1043	牛魔王大招2	任务副本buff	48	1	1	0	3	1043	2	1	0	0	0	1		1	None()	1	0	0	0	0	3	4	5	516										1	
1044	二郎神绝招	任务副本buff	16	1	1	1	2	1044	2	1	0	0		0		10	None()	1	0	0	0	0	3	20	2	520										1	
1045	二郎神加血	任务副本buff	160	0	1	0	5	1045	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|4	0	1	521										1	
1046	火焰BUFF1(帮自己)	任务副本buff	28800	0	1	0	5	1046	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	522										1	
1047	火焰BUFF2（帮自己）	任务副本buff	28800	0	1	0	3	1047	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	3	4	523										1	
1048	西域飞龙大招1	任务副本buff	16	0	1	1	2	1048	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	401										1	
1049	西域飞龙大招2	任务副本buff	48	1	1	1	3	1049	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	1	402										1	
1050	西域飞龙喷火	任务副本buff	16	1	1	1	2	1050	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	1										1	
1051	范围血量恢复1	任务副本buff	32	1	1	0	5	1051	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	20	8	524										1	
1052	范围血量恢复2	任务副本buff	16	1	1	1	5	1052	3	1	0	0	0	0		1	None()	1	0	0	0	0	2|4	0	1	525										1	
1053	石头炸开（巨人来袭）	任务副本buff	16	0	1	0	2	1053	1	1	0	0		0		10000	None()	1	0	0	0	0	1|3	10	4	1										1	
1054	怪物自杀技能	门派竞技	16	1	1	0	2	1054	2	1	0	0		0		10	None()	1	0	0	0	0	1	0	1	526										1	
1055	红孩儿大招	任务副本buff	16	1	1	1	2	1055	2	1	0	0		0		10	None()	1	0	0	0	0	3	0	1	302										1	
1056	牛魔王劈砍	任务副本buff	16	1	1	1	2	1056	2	1	0	0		0		10	None()	1	0	0	0	0	3	0	1	12										1	
1057	结晶爆炸1	任务副本buff	4	0	1	1	2	1057	2	1	0	0		0		10	None()	1	0	0	0	0	1|2|3|4	0	1	527										1	
1058	结晶爆炸2	任务副本buff	4	0	1	1	1	1058	2	1	0	0		0		10	None()	1	0	0	0	0	1|2|3|4	0	1	528										1	
1059	结晶爆炸3	任务副本buff	16	1	1	1	2	1059	2	1	0	0		1		10	None()	1	0	0	0	0	1|2|3|4	4	3	529										1	
1060	火焰BUFF1（帮别人）	任务副本buff	16	1	1	0	5	1060	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	50	1	530										1	fb
1061	火焰BUFF2（帮别人）	任务副本buff	28800	1	1	1	5	1061	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	531										1	fb
1062	火焰BUFF3（帮别人）	任务副本buff	28800	1	1	1	3	1062	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	4	5						152	153				1	fb
1063	火焰BUFF4（帮别人）	任务副本buff	28800	1	1	1	2	1063	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	533										1	fb
1064	寒冰BUFF1（帮别人）	任务副本buff	16	1	1	0	5	1064	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	50	1	534										1	fb
1065	寒冰BUFF2（帮别人）	任务副本buff	28800	1	1	1	5	1065	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	535										1	fb
1066	寒冰BUFF3（帮别人）	任务副本buff	28800	1	1	1	3	1066	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	4	4						154					1	fb
1067	寒冰BUFF4（帮别人）	任务副本buff	800	1	1	1	4	1067	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	537										1	fb
1068	巨人打人被击	任务副本buff	32	0	1	1	2	1068	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	301										1	
1069	巨人喷火被击	任务副本buff	32	0	1	1	2	1069	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	302										1	
1070	追踪火焰BUFF1(帮自己)	任务副本buff	28800	0	1	0	5	1070	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	538										1	
1071	追踪火焰BUFF2（帮自己）	任务副本buff	28800	0	1	0	3	1071	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1|3	3	4	539										1	
1072	巨人召唤旋风1	任务副本buff	32	0	1	0	2	1072	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	60	1	540										1	
1073	巨人召唤旋风2	任务副本buff	32	0	1	1	2	1073	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	541										1	
1074	巨人范围吐气1（剧情需要）	任务副本buff	32	0	1	0	2	1074	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	30	15	542										1	
1075	巨人范围吐气2（剧情需要）	任务副本buff	32	0	1	1	2	1075	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	543										1	
1076	警示测试1	任务副本buff	48	0	1	1	2	1076	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1											1	
1077	猕猴法师普攻	主角技能buff	32	0	1	1	2	1077	2	1	0	0	0	0		100000	None()	1	0	0	0	0	3	0	1	1										1	
1078	全体定身1	关卡buff-惊险	16	1	1	1	2	1078	3	1	0	0	0	1		10	None()	1	0	0	0	0	3	100	3	547										1	
1079	全体定身2	关卡buff-惊险	48	1	1	1	4	1079	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	548										1	
1080	定时炸弹1	关卡buff-惊险	28800	0	1	0	5	1080	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	549										1	
1081	定时炸弹2	关卡buff-惊险	28800	0	1	0	3	1081	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	3	4	550										1	
1082	追踪自杀	关卡buff-惊险	16	1	1	0	2	1082	2	1	0	0		0		10	None()	1	0	0	0	0	1|3	4	2	1										1	
1083	2人保护1	关卡buff-惊险	16	1	1	1	2	1083	2	1	0	0	0	1		100	None()	1	0	0	0	0	3	100	2	551										1	
1084	2人保护2	关卡buff-惊险	80	1	1	1	5	1084	2	1	0	0	0	0		100	None()	1	0	0	0	0	3	0	1	552										1	
1085	巨石怪范围攻击	关卡buff-惊险	16	1	1	1	2	1085	2	1	0	0		0		10000	None()	1	0	0	0	0	3	7	3	301										1	
1089	巨石怪移动速度加快	关卡buff-惊险	16	1	1	0	5	1089	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1	553										1	
1090	巨石怪移动速度加快	关卡buff-惊险	160	1	1	0	5	1090	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	554										1	
1091	巨石怪加防1	关卡buff-惊险	16	1	1	0	5	1091	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1	555										1	
1092	巨石怪加防2	关卡buff-惊险	230	1	1	0	5	1092	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	556										1	
1093	巨石怪加血1	关卡buff-惊险	16	1	1	0	5	1093	3	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	557										1	
1094	巨石怪加血2	关卡buff-惊险	640	1	1	0	5	1094	3	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	558										1	
1095	巨石怪加攻1	关卡buff-惊险	16	1	1	0	5	1095	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1	559										1	
1096	巨石怪加攻2	关卡buff-惊险	28800	1	1	0	5	1096	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	560										1	
1097	巨石怪暗杀队友1	关卡buff-惊险	1	1	1	0	2	1097	3	1	0	0	0	0		11000	None()	1	0	0	0	0	1	0	1	561										1	
1098	巨石怪暗杀队友2	关卡buff-惊险	1	1	1	1	2	1098	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	80	10	562										1	
1099	巨石怪暗杀队友3	关卡buff-惊险	1	1	1	1	2	1099	3	1	0	0	0	0		11000	None()	1	0	0	0	0	2|4	0	1	563										1	
1100	巨石怪撞人BUFF1(帮自己)	关卡buff-惊险	16	0	1	0	5	1100	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	593										1	
1101	巨石怪撞人BUFF2(帮自己)	关卡buff-惊险	160	0	1	0	3	1101	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	4	4	594	400									1	
1103	巨石怪撞人前晕人1(帮自己)	关卡buff-惊险	160	1	1	0	2	1103	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	596										1	
1104	巨石怪撞人前晕人2(对地)	关卡buff-惊险	16	1	1	1	2	1104	3	1	0	0	0	1		1	None()	1	0	0	0	0	3	8	3	597										1	
1105	巨石怪撞人前晕人3(晕人)	关卡buff-惊险	54	1	1	1	4	1105	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	598										1	
1106	巨石怪自己定自己	关卡buff-惊险	640	1	1	0	2	1106	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1085	1086									1	
1107	石龟加攻1	关卡buff-惊险	16	1	1	0	5	1107	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1	610										1	
1108	石龟加攻1	关卡buff-惊险	28800	1	1	0	5	1108	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	611										1	
1110	巨石怪大招1	关卡buff-惊险	16	1	1	0	3	1110	2	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	608										1	
1111	巨石怪大招2	关卡buff-惊险	48	1	1	1	3	1111	2	1	0	0	0	1		1	None()	1	0	0	0	0	3	13	5	609										1	
1112	巨石怪眼红（发招前准备）1	关卡buff-惊险	16	1	1	0	5	1112	3	1	0	0	0	0		10	None()	1	0	0	0	0	1	0	1	612										1	
1113	巨石怪眼红（发招前准备）2	关卡buff-惊险	48	1	1	0	5	1113	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1											1	
1120	超级石头炸开	任务副本buff	16	1	1	0	2	1120	2	1	0	0		0		10	None()	1	0	0	0	0	1|3	5	4	302										1	
1155	炮塔火炮	炮塔火炮	16	0	1	1	2	1155	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1700										1	
1157	空余闲置	任务副本buff	160	1	1	1	3	1157	3	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	5	516										1	
1158	神族争霸攻方buff（范围）	神族争霸	160	1	1	1	2	1158	2	1	0	0		1		1	None()	1	0	0	0	0	1|2|3|4	4	5						156	157				1	activity_zb
1159	神族争霸攻方判断buff（无实际效果）	神族争霸	160	1	1	1	1	1159	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1											1	activity_zb
1160	神族争霸攻方buff	神族争霸	160	0	1	0	1	1160	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1	544										1	activity_zb
1161	神族争霸守方buff（范围）	神族争霸	160	1	1	1	2	1161	2	1	0	0		1		1	None()	1	0	0	0	0	1|2|3|4	4	5						158	159				1	activity_zb
1162	神族争霸守方判断buff（无实际效果）	神族争霸	160	1	1	1	1	1162	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1											1	activity_zb
1163	神族争霸守方buff	神族争霸	160	0	1	0	1	1163	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1	545										1	activity_zb
1164	神族争霸攻方头顶特效buff	神族争霸	-1	0	1	0	5	1164	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1											1	activity_zb
1165	神族争霸守方头顶特效buff	神族争霸	-1	0	1	0	5	1165	1	1	0	0	0	0		10000	None()	1	0	0	0	0	1|2|3|4	0	1											1	activity_zb
1170	神族阵营	神魔战场 	-1	0	1	0	5	1170	1	1	0	0	0	0		10000	None()	1	0	1	0	0	1|2|3|4	0	1											1	
1171	魔族阵营	神魔战场 	-1	0	1	0	5	1171	1	1	0	0	0	0		10000	None()	1	0	1	0	0	1|2|3|4	0	1											1	
1200	火焰BUFF1	关卡buff-密室	16	1	1	0	5	1200	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	3	1	564										1	
1201	火焰BUFF2	关卡buff-密室	14400	1	1	1	5	1201	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	565										1	
1202	火焰BUFF3	关卡buff-密室	14400	0	1	1	1	1202	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	4	5						200	201				1	
1203	火焰BUFF4	关卡buff-密室	14400	0	1	1	1	1203	1	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	567										1	
1204	速度	关卡buff-密室	16	1	1	1	2	1204	2	1	0	0	0	0		100	None()	1	0	0	0	0	2|4	5	1	568										1	multiinstance
1205	速度	关卡buff-密室	14400	1	1	1	5	1205	2	1	0	0	0	0		100	None()	1	0	0	0	0	2|4	0	1	569										1	multiinstance
1206	恢复	关卡buff-密室	16	1	1	0	5	1206	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	5	1	570										1	multiinstance
1207	恢复	关卡buff-密室	14400	1	1	1	5	1207	2	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	571										1	multiinstance
1208	恢复	关卡buff-密室	14400	1	1	1	3	1208	1	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	3	3						202	203				1	multiinstance
1209	恢复	关卡buff-密室	14400	1	1	1	5	1209	1	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	573										1	multiinstance
1210	怨灵抓击	关卡buff-密室	16	1	1	1	2	1210	2	1	0	0		0		10	None()	1	0	0	0	0	3	0	1	1										1	
1211	怨灵大招1	关卡buff-密室	16	1	1	1	2	1211	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	574										1	
1212	怨灵大招2	关卡buff-密室	64	1	1	1	3	1212	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	6	5	575										1	
1213	圣光攻击（停用）	关卡buff-密室	32	1	1	0	2	1213	2	1	0	0		0		10000	None()	1	0	0	0	0	3	0	1	1										1	
1214	火焰旋风BUFF1(帮自己)	关卡buff-密室	14400	0	1	0	5	1214	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	576										1	
1215	火焰旋风BUFF2（帮自己）	关卡buff-密室	14400	0	1	0	3	1215	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	3	4	577										1	
1216	加攻	关卡buff-密室	16	1	1	1	2	1216	2	1	0	0	0	0		100	None()	1	0	0	0	0	2|4	5	1	578										1	multiinstance
1217	加攻	关卡buff-密室	14400	1	1	1	5	1217	2	1	0	0	0	0		100	None()	1	0	0	0	0	2|4	0	1	579										1	multiinstance
1218	鬼魂持续伤害(帮自己)	关卡buff-密室	14400	0	1	0	5	1218	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	580										1	
1219	鬼魂持续伤害（帮自己）	关卡buff-密室	14400	0	1	0	3	1219	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	3	3	581										1	
1220	凶鬼减速攻击	关卡buff-密室	32	1	1	1	4	1220	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1										1	
1221	妖王普击	关卡buff-密室	32	1	1	1	2	1221	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	1										1	
1222	妖王大招1	关卡buff-密室	4	1	1	1	1	1222	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	1	583										1	
1223	妖王大招2	关卡buff-密室	48	0	1	1	2	1223	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	584										1	
1224	妖王大招3	关卡buff-密室	32	1	1	1	2	1224	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	585										1	
1225	妖王大招4	关卡buff-密室	32	1	1	1	2	1225	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	4	3	586										1	
1226	妖王闪现	关卡buff-密室	32	1	1	1	2	1226	1	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	587										1	
1227	帮妖王加血1	关卡buff-密室	16	1	1	0	5	1227	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	30	3	589										1	
1228	帮妖王加血2	关卡buff-密室	48	1	1	1	5	1228	3	1	0	0	0	0		10000	None()	1	0	0	0	0	2|4	0	1	590										1	
1229	妖王追人大招1	关卡buff-密室	32	1	1	1	2	1229	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	515										1	
1230	妖王追人大招2	关卡buff-密室	48	1	1	1	3	1230	2	1	0	0	0	1		10000	None()	1	0	0	0	0	3	7	5	516										1	
1231	圣光攻击（减防）	关卡buff-密室	120	1	1	1	5	1231	1	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	355										1	
1232	圣光攻击（减防）	关卡buff-密室	180	1	1	1	5	1232	1	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	355										1	
1235	BUFF把自己隐形1	关卡buff-密室	16	1	1	0	2	1235	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	600										1	
1236	BUFF把自己隐形2	关卡buff-密室	19200	1	1	0	5	1236	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	601										1	
1237	火焰BUFF1(妖王叫人时帮自己)	关卡buff-密室	64	0	1	0	5	1237	3	1	0	0	0	0		10000	None()	1	0	0	0	0	1	0	1	522										1	
1238	火焰BUFF2（妖王叫人时帮自己）	关卡buff-密室	64	0	1	0	3	1238	3	1	0	0	0	0		10000	None()	1	0	0	0	0	3	3	4	523										1	
1240	妖王召唤陨石1	关卡buff-苏醒的将军	4	1	1	1	2	1240	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	15	2	604										1	
1241	妖王召唤陨石2	关卡buff-苏醒的将军	48	0	1	1	2	1241	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	605										1	
